source,target
"find him,and bring him hither.",find him and bring him here.
o monstrous!,"oh, that’s wild!"
what shall befall the duke of somerset?,what’s gonna happen to the duke of somerset?
one drop of blood drawn from thy countrys bosom should grieve thee more than streams of foreign gore.,one drop of blood from your homeland should hurt more than rivers of foreign gore.
for many of our princeswoe the while!,"for so many of our princes—damn, the pain!"
"in the divorce his contrary proceedings are all unfolded,wherein he appears as i would wish mine enemy.","in the divorce, his opposite moves are all laid out, showing him as i’d want my enemy to be."
"eight score eight hours,and lovers absent hours,more tedious than the dial eight score times?","eighty-eight hours, and hours away from lovers feel more boring than a clock’s eighty repeats?"
"o heinous,strong,and bold conspiracy!","oh, that’s a nasty, bold conspiracy!"
"give me thy hand:i am sorry i beat thee;but while thou livst,keep a good tongue in thy head.","give me your hand: sorry i hit you; but as long as you live, keep your mouth in check."
signior arm arm commends you.,signior arm arm sends his respects.
there was the weight that pulled me down.,i felt that heavy vibe dragging me down.
at what hour tomorrow shall i attend your lordship?,what time tomorrow should i roll up to your place?
were you a gamester at five or at seven?,you were gaming at five or seven?
it much would please him that of his fortunes you should make a staff to lean upon.,he’d be so hyped if you used his luck as your backup.
"good father,tell her that she and my aunt percy shall follow in your conduct speedily.","hey dad, let her know that she and aunt percy will follow your lead ASAP."
the spirit torments me:o!,"this ghost is legit torturing me, oh!"
"thus is poor suffolk ten times banished,once by the king,and three times thrice by thee.",so poor suffolk’s been exiled ten times—once by the king and three times by you.
"o,i could play the woman with mine eyes,and braggart with my tongue!","ugh, i could literally sob with my eyes and flex with my words!"
"i humbly beseech you,proceed to the affairs of state.","i’m begging you, let’s get back to the real talk."
"go back again,and be new beaten home?",go back and get beaten up again?
"that my master,being scribe,to himself should write the letter?","wait, my boss as the writer wrote the letter to himself?"
"my masters,lets stand close.","yo squad, let’s stick together."
you have stayed me in a happy hour:i was about to protest i loved you.,you caught me at the perfect moment—I was about to confess i loved you.
"how now,whats the matter?","yo, what’s the problem?"
nothing will come of nothing:speak again.,you get nothing from saying nothing—say something.
why do you speak to me?,why are you even talking to me?
"pillicock sat on pillicock hill,alow,alow,loo loo!","pillicock chilled on pillicock hill, alow alow loo loo!"
"re-enter baptista,gremio and tranio.","baptista, gremio, and tranio just walked back in."
"what,at your book so hard?","dang, you really buried in that book?"
"it is religion that doth make vows kept,but thou hast sworn against religion by what thou swearst against the thing thou swearst,and makst an oath the surety for thy truth against an oath.","religion keeps promises, but you swear against it by swearing on the very thing you’re denying, using an oath to back an oath."
"why,apemantus?","yo, apemantus?"
"cesario,you do not keep promise with me.","cesario, you’re not holding up your end."
"pray,lets go.","please, let’s bounce."
"if i do die before thee,prithee,shroud me in one of those same sheets.","if i kick it before you, wrap me in one of those sheets, please."
and is not my hostess of the tavern a most sweet wench?,and isn’t the tavern hostess a total sweetheart?
theres some conceit or other likes him well when that he bids good morrow with such spirit.,something about him clicks with that vibe when he says good morning so hype.
some villain hath done me wrong.,some jerk just messed me over.
"now,my good lords of salisbury and warwick,our simple supper ended,give me leave in this close walk to satisfy myself in craving your opinion of my title,which is infallible,to englands crown.","alright, lords of salisbury and warwick, dinner’s done—let me get your take on my claim to england’s throne, because it’s legit."
"thats but a cavil;he is old,i young.","that’s just nitpicking; he’s old, i’m young."
what is the matter with our cousin now?,what’s up with our cousin now?
"anointed let me be with deadly venom,and die ere men can say god save the queen.",let me be anointed with deadly venom and die before anyone can say ‘god save the queen.’
"rise,grumio,rise:we will compound this quarrel.","get up, grumio—let’s squash this beef."
"if you be gentlemen,do me this right;hear me with patience.","if you’re gentlemen, do me this solid and hear me out."
"no messenger but thine,and all alone tonight well wander through the streets and note the qualities of people.","no one else but you, and tonight we’ll roam the streets solo and peep people’s vibes."
"cram s with praise,and make s as fat as tame things:one good deed dying tongueless slaughters a thousand waiting upon that.",feed them compliments and make them soft: one silent good deed slays a thousand waiting for it.
"by accident i had a feigned letter of my masters then in my pocket,which directed him to seek her on the mountains near to milford;where,in a frenzy,in my masters garments,which he enforcd from me,away he posts with unchaste purpose,and with oath to violate my ladys honour.","accidentally i had my boss’s fake letter telling him to find her near milford; so he ran off in my clothes, all wild, swearing to mess with my lady’s honor."
i thank my noble lord.,"thanks, my lord."
i am glad ont.,i’m happy about that.
but not every man patient after the noble temper of your lordship.,"but not everyone can chill like you, lord."
"he shent our messengers;and we lay by our appertainings,visiting of him.",he shut down our messengers; so we packed up and went to see him.
"it pleases your worship to say so,but we are the poor dukes officers;but truly,for mine own part,if i were as tedious as a king,i could find in my heart to bestow it all of your worship.","glad you say that, but we’re just the duke’s lowkey officers; honestly, if i were as chill as a king, i’d give you all i’ve got."
"well,he is there too,and one mordake,and a thousand blue-caps more.","alright, he’s there too, plus mordake and a thousand blue-caps."
re-enter attendants with aaron.,attendants with aaron just walked back in.
yet he loseth it in a kind of jollity.,but he loses it in a weird kind of high spirits.
but here comes thurio.,but here’s thurio.
thou seest whats past;go fear thy king withal.,you saw what happened; now go face your king.
"i will dry-beat you with an iron wit,and put up my iron dagger.",i’ll roast you with savage wit and then whip out my dagger.
"ay,it stands so that i may hardly tarry so long;but i would be loath to fall into my dreams again:i will therefore tarry in despite of the flesh and the blood.","yeah, i can barely hang around; but i hate drifting into dreams, so i’ll stick around despite everything."
"fresh lily,and whiter than the sheets!","fresh lily, and whiter than fresh sheets!"
"ons brows,menenius.","look alive, menenius."
fear not you that.,don’t even worry about that.
"be brave,then,for your captain is brave,and vows reformation.","be brave, your captain’s brave and promises change."
"if he have caught the benedick,it will cost him a thousand pound ere he be cured.","if he’s caught benedick, it’s gonna cost him a grand to fix it."
"those that hobgoblin call you,and sweet puck,you do their work,and they shall have good luck.","those who call you hobgoblin and sweet puck, you do their bidding and they’ll have good luck."
"in verity,you did;my bones bear witness,that since have felt the vigour of his rage.","for real, you did; my bones can vouch for feeling his wrath’s full force."
it shall be so.,that’s a plan.
where shall i find you?,where can i catch you?
"tis gone,and will not answer.",it’s gone and won’t reply.
pitys sleeping.,compassion’s asleep.
"and as for these whose ransom we have set,it is our pleasure one of them depart.","as for those we set free, we want one of them to bounce."
i hope to see london once ere i die.,i hope to hit up london at least once before i die.
"it will be laid to us,whose providence should have kept short,restraind,and out of haunt this mad young man.","they’ll blame us, saying we should’ve kept this wild kid locked up."
whats thine own name?,what’s your name?
you do blaspheme the good in mocking me.,you’re slandering goodness by roasting me.
"edmund,i hear that you have shown your father a childlike office.","edmund, i heard you treated your dad like a kid."
"nay,then i have an eye of you.","well then, i’m onto you."
"why,no.",nah.
let me alone.,leave me alone.
"condemn the fault,and not the actor of it?","hate the crime, not the person?"
"but,for the bloody napkin?",but what about that bloody napkin?
"fie,de la pole,disable not thyself;hast not a tongue?","ugh, de la pole, don’t mute yourself; you’ve got a voice, right?"
"this is noted,and generally,whoever the king favours,the cardinal instantly will find employment,and far enough from court too.","it’s noted: whoever the king likes, the cardinal will hook up with a job—and keep them far from court."
"rebellious head,rise never till the wood of birnam rise,and our high-placd macbeth shall live the lease of nature,pay his breath to time and mortal custom.","rebellious head, don’t lift until birnam wood moves, and macbeth will live out his days, paying his dues to time and fate."
rouen hangs her head for grief that such a valiant company are fled.,rouen’s in mourning ‘cause that brave crew dipped.
"theres something in his soul oer which his melancholy sits on brood,and i do doubt the hatch and the disclose will be some danger,which for to prevent,i have in quick determination thus set it down:he shall with speed to england for the demand of our neglected tribute:haply the seas and countries different,with variable objects,shall expel this something settled matter in his heart,whereon his brains still beating puts him thus from fashion of himself.","there’s something dark in his soul that’s got him stuck, and i bet if we spill it, trouble follows. to stop that, i’ve decided: he’s going to england ASAP to ask for the tribute we owe. maybe new seas and lands will shake that stuck thought from his mind."
"i am no thing to thank god on,i would thou shouldst know it!","i’m nothing worth praising god for, and you should know that!"
"she was not,sure.",she definitely wasn’t.
"nay,by saint jamy,i hold you a penny,a horse and a man is more than one,and yet not many.","nah, i swear, you’re worth a penny, a horse, and a man is more than one, but still not a ton."
a little water clears us of this deed:how easy is it then!,a bit of water washes this off: how simple is that!
"let him be told so;lest,perchance,he think we dare not move the question of our place or know not what we are.",make sure he hears it; otherwise he might think we’re too scared to question our spot or clueless about who we are.
ill no swaggerers.,i’m not about that flex life.
be gone!,scram!
"never so pleased,sir.","couldn’t be happier, sir."
theres beggary in the love that can be reckoned.,love that you can count on is broke.
didst not thou share?,didn’t you chip in?
precious villain!,what a sneaky jerk!
"tis thou,and those,that have dishonoured me.",it’s you and your crew who dissed me.
and begged he pardon?,and did he beg for forgiveness?
"no epilogue,i pray you;for your play needs no excuse.","no need for an epilogue, please; your show’s already solid."
"falstaff,good night.","falstaff, good night."
she says your worship means to make a puppet of her.,she says you plan to turn her into your puppet.
"his head is off,and sent to angelo.",his head’s been chopped off and shipped to angelo.
put me in thy books.,add me to your good list.
out upon him!,"ugh, get him outta here!"
"for aught that i could ever read,could ever hear by tale or history,the course of true love never did run smooth.","from everything i’ve read or heard, true love’s path is never easy."
"tis not his new-made bride shall succour him;and as for clarence,as my letters tell me,hes very likely now to fall from him for matching more for wanton lust than honour,or than for strength and safety of our country.","his new bride won’t save him; and clarence, my letters say, might ditch him soon for chasing lust over honor or what’s best for our country."
let her alone.,leave her be.
"then,that in all you writ to rome,or else to foreign princes,ego et rex meuswas still inscribed,in which you brought the king to be your servant.","so in all your letters to rome or foreign rulers, you signed ‘ego et rex meus,’ basically making the king your servant."
"upon my life,my lord,ill undertake it;and so god give you quiet rest tonight.","i swear, my lord, i’ll handle it; now god bless you with a peaceful night."
"now,noble charmian,well dispatch indeed,and when thou hast done this chare,ill give thee leave to play till doomsday.","now, noble charmian, let’s get this done; once you’re finished, you’re free to chill forever."
